Title,Info,tel,Company1
Top Works,"Lot n°73.Bois des Cars 2.Dely Brahim,Alg...",023 30 73 92 / 0560 94 37 44 / 0550 10 40 75,topworks.algerie@gmail.com
Groupe Hôtel Adghir,"26, rue des Frères Mokrani.Lido.Bordj El...",023 97 44 28 / 023 97 44 41 / 023 97 44 15 / 023 97 43 96,contact@groupehotelsadghir.com
Palace Appart Hôtel,"3, rue Said Ahmed.Bordj El Kiffan,Alger,...",021 20 44 44 / 021 20 44 50 / 0561 61 63 15,commercial@palace-apparhotel.com
Hazem Hôtel,"1, rue Ben Badis Stand,Batna,Algérie.",033 85 24 23 / 033 80 74 11 / 033 80 74 12 / 0772 33 22 08,hotelhazem@yahoo.fr
Hôtel Kamel,"19, boulevard Hammou Boutlelis,Oran,Algé...",041 36 31 30 / 0555 03 56 51,reception@hotel-kamel.com
Hôtel Les Trois Roses,"18, boulevard Stiti Ali,Tizi Ouzou,Algér...",026 20 06 06 / 026 20 02 86 / 026 20 02 67 / 026 20 04 77,contact@hotel-les3roses.com
Chafia Travel,"Centre Commercial Zemzem, 2eme étage, Si...",021 43 57 89 / 0553 08 42 74 / 0540 88 99 81,chafiatravel@gmail.com
Djoul Travel,"02, Rue Djeffal Okacha,Tlemcen,Algérie",043 27 70 95 / 043 26 30 25 / 043 26 30 31 / 0774 06 54 40 / 0556 95 10 62,djoultravel@hotmail.com
Hyppone Tours,Bureau n°12.Centre d’Affaires Méditerran...,038 48 24 73 / 038 48 24 76 / 0560 91 11 82 / 0560 98 53 27,hyppone.cam@gmail.com
Résidence El Mithak,"22, chemin Abbas - Torqui- Nadji, Ex- Ch...",021 60 01 59 / 0663 19 67 76,
AG Location de Voitures,"Bt 23 AC, local B.Lot 2K, n°01.Cité 206...",0554 21 49 58 / 0663 66 68 90,aglocationdevoiture@gmail.com
Waleed Location,"9, rue Allooua Abdelkader.Kouba,Alger,Al...",0770 75 81 75,waleed_loc@yahoo.com
Total Logistic,"17, rue Docteur Saadane . Alger Centre",,contact@total-logistique.com
Aramex Algérie,"Lot D, n°10. El Achour,Alger,Algérie",021 33 18 53 / 021 33 18 54 / 0555 98 11 14 / 0550 49 72 28,asmaa.kessal@aramex.com
AL BOUSTAN,Bois des Arcade.Riadh El Feth.El Madania...,021 66 92 71 / 0550 03 11 87,info@restaurant-alboustan.com
LA TERRASSE,"46B, lotissement Petite Provence.Sidi Ya...",0661 77 21 44,laterrassesidiyahia@gmail.com
La Veranda Lounge Club,"Os.10, bois des Cars.Riadh El Feth.El Ma...",021 65 29 09 / 0550 41 14 20,
Brothers Traiteur,"28, lotissement El Kerma.Ouled Fayet,Alg...",0560 93 39 96 / 0560 93 39 97 / 0560 93 40 30,brothers_traiteur@hotmail.fr
Transit Khazene Sid Ali,"Bt n°17.632, logements.Mohammadia,Alger...",023 82 60 81 / 0560 91 09 60 / 0560 91 09 11 / 0661 70 00 93,
Transit Nedjam,"14, rue Principale Clairval Rostomia.Del...",021 93 76 99 / 021 93 71 65 / 021 93 71 66 / 0770 92 09 05,m.belaidene_tn@yahoo.fr
MMS/ Mecheri Maritimes Services,cité 296 logement bt 7 n° 6 ain naadja,0552 37 95 14,mechrimaritimeservices@hotmail.com
Transit Mouci,"3, Rampe Chasseriau Mauritania,Alger,Alg...",0550 74 22 63,ntransitmouci@yahoo.fr
Piramid Transit,"Coopérative Ennahar Villa n°3, 1er étage...",021 44 77 60 / 0982 40 18 65 / 0550 74 22 79 / 0560 14 79 48 / 0661 25 57 46 / 0982 40 18 28,contact@piramid-transit.dz
Time Transit,"39, Ahmed Boualem Khalfi. Alger Centre,A...",023 50 78 65 / 0560 94 39 11 / 0560 94 38 50,time_transit@yahoo.fr
Trans Inter Glob,"26, rue Reda Houhou.Sidi M'hamed,Alger,A...",023 61 75 37 / 0661 53 35 70 / 0555 78 01 16,transinterglob@yahoo.fr
Transit Aboud Benzerizer,"Lot n°1.El Hamiz 04.Dar El Beida,Alger,A...",023 85 67 27 / 0552 34 56 84 / 0771 58 35 84 / 0561 60 64 21,transit_abboud@hotmail.com
Unisert Transit,"Centre des Affaires Essaada.26, rue Moha...",021 66 08 34 / 0561 65 36 81 / 0550 18 70 46,unisertransit@gmail.com
Transit Cotrapa,"5, rue Amrani Ali.Hai El Emir,Oran,Algér...",041 33 60 50 / 041 33 56 10 / 0555 90 90 79 / 0555 90 90 78,sarl-cotrapa@hotmail.com
ARKOUB,"Bt D 29, CS/28 Brise Marine.Cité 412 log...",023 95 32 30 / 0661 52 25 40 / 0550 46 26 28,arkoub_trm@live.fr
DJS Transport,"30, rue Kouider Habchi.Birtouta,Alger,Al...",0660 37 07 41 / 0660 37 07 37,
RMI / Groupe Remadnia,"Villa Gas, cité du 20 Aout 55.N°35,Skikd...",0661 19 27 97 / 0661 44 73 02 / 0661 44 73 03 / 0661 44 73 05 / 0661 34 78 43,contact@sarl-rmi.com
Hôtel Timezrit,"Cité Frantz Fanon,Boumerdes,Algérie",024 94 12 59 / 024 94 12 60,hoteltimezrit@hotmail.com
Agence de Voyage Bouzegza,"Bt n°64, coopérative 11 Decembre 1960 (...",024 91 45 45 / 024 91 45 55 / 0550 05 78 80,bouzegzavoyages@hotmail.com
El Ahrar Tourisme et Voyage,"Cilté Les Jardins.Dellys,Boumerdes,Algér...",024 98 42 71 / 024 98 42 42 / 0551 64 61 75,elahrars_vyges@yahoo.fr
L'Horloge de Voyage,Local n°1.La Tour Bleue.La Gare Férrovia...,024 81 99 31 / 0662 96 15 05,horlogevoyage@live.fr
Vivarea Food,"211, centre Commercial et de Loisir. Bab...",021 89 18 19 / 0551 96 98 09,vivarea-distribution@hotmail.com
Zamane Tours,N°72 Cité Kaouch Chéraga « en face El Qo...,,zamane.tours@gmail.com
VIAROUTE,Rue Said Benfodil. Pins Maritimes.Mohamm...,021 21 95 37 / 0770 86 32 22,viaroute.transport@yahoo.fr
BAYAT Catering,Zone industriellee n°2.BP 281 Bir Mess...,029 78 37 91 / 029 78 37 97 / 029 78 37 98,dg@bayat-catering.com
MPVS / Société de Maintenance et de Pres...,"Zone Industrielle,Ouargla,Algérie,30000",029 71 25 12,malekawen@yahoo.fr
Stt Telli Transport,"Zone industrielle.Hassi Messaoud,Ouargla...",0660 73 08 08,
SAHA / Société Algérienne d'Hôtellerie &...,Zone industrielle Hassi Messaoud .Hassi...,029 74 61 66 / 029 74 61 35,saha.direction@yahoo.fr
SAPCOR,"Zone Industrielle Irrara, Route National...",029 73 93 44 / 029 73 93 45 / 0660 36 22 84,sapcor@sapcor.com
MBC / Meliah Brother's Company,"Cité Sidi Bougoufala,Ouargla,Algérie,300...",029 73 79 09 / 0550 56 24 14 / 0661 34 72 43,service@mbcsarl.com
LSMT Services,"Zone de dépôt Hamoudi Hamrouche,Skikda,A...",038 76 32 42 / 0661 33 01 57,chouldz@yahoo.fr
SEA TRIMEX / Transit Import Export,"7, rue Brahim Maiza (ex:Ilot des Chèvres...",038 75 47 50,skikda@trimex-dz.com
NASHCO/ National Shipping Company Skikda,"Zone de Dépot Hamrouche Hamoudi,Skikda,A...",038 93 15 64 / 038 75 79 48,com.skd@nashco.dz
Skikda Logistique,"Zone de Dépôt Hamrouche Hamoudi n°12,Ski...",0770 36 51 11,skikdalogistique@gmail.com
CMA CGM Algerie / Skikda,"Rue des Frère Khaladi Vila n°3, Beni Mal...",038 76 10 41 / 038 75 43 41,skk.iboulacheb@cma-cgm.com
GEMA / Société Générale Maritime / Skikd...,"Cité Debbah Brahim, bt n°04.Bouyaha,Skik...",038 75 67 89 / 038 75 57 52 / 0661 33 04 36 / 0770 91 41 46,gema-skikda@gema-group.com
STORA / Société de Transport d'Opération...,"Zone de Dépôt Hamrouche Hamoudi,Skikda,A...",038 93 15 24 / 038 93 14 71 / 0661 33 03 15,contact@stora-sarl.dz
EGPP/ Entreprise de Gestion des Ports &...,"Avenue Rezki Rahal, les Quais, port mixe...",038 75 30 53 / 0471 43 14 50,epskikda@skikda-port.com
Hôtel Es Salem,"Place du 24 Février,Skikda,Algérie,21000",038 75 65 16 / 0555 00 45 81,hotelessalem@gmail.com
Optima Travel,"Cité Béni Malek 4 route ,bâtiment 2, mag...",038 76 24 69 / 0560 02 00 81 / 0560 94 56 91,reservation.optima@hotmail.com
SOMM / Sarl Ouest Maintenance Motors,"Zone Industrielle, Route de Mascara Prol...",048 70 33 71 / 0555 09 05 33,somm.dz@gmail.com
Algérie Ferries,"5 et 6, rue J. Nehru,Alger,Algérie",021 42 33 01 / 021.42 33 02 / 021.42 37 12 / 021.42 37 36,entmv4816@yahoo.fr
Hôtel Mekerra,"21, rue Larbi Tebessi, les 4 Horloges,Si...",048 74 21 09,hotelmekerra@gmail.com
STPP / Société Tous Produits Pétroliers,"Zone Industrielle lot n°208,Sidi Bel Ab...",048 70 35 81 / 048 70 35 82 / 0555 94 32 79,stpp.gaz@hotmail.fr
Hôtel Eden Belabbes ****,Lotissement n°173 Makam EL Chahid.Bp 56B...,,reservation@edenbelabbes.com
Costa Voyages,"10, rue Rekhaif Ali,Setif,Algérie,19000",036 53 87 38 / 0558 32 30 58,costavoyages@hotmail.com
ALLTOUR / Altour Tourisme et Voyages,"01, Zighoud Mohamed ( hai Bilal),Biskra,...",0555 05 45 40 / 0770 71 71 77 / 0555 05 38 15 / 0555 05 38 23 / 0555 05 38 16,
Garti Tourisme Et Voyages,"25, rue El Hakim Saadane,Biskra,Algérie",033 53 44 54 / 0555 62 09 00 / 0770 74 60 44,garti.tours@hotmail.com
Guedila Tourisme et Voyage,"28, rue Mohamed Cherif.Hay Dhalaa,Biskra...",033 51 60 42 / 0560 53 36 91,guedilaomra@gmail.com
Melkmi Trefle Agency,"Rue 08 Mars, n°10.Route D'hotel Ziban,Bi...",033 53 17 13 / 0772 04 56 01 / 0660 70 00 33,mta2010@live.fr
ONAT / Office National Algerien du Touri...,"5, rue Ghomri Hossein,Biskra,Algérie",033 53 74 72 / 0655 51 83 23 / 0555 01 59 94,onat_biskra@hotmail.com
TVA / Touring Voyages Algérie Sud / Bisk...,"Rue Ben Morah, n°1, Hai El Modjahidine,B...",033 65 77 70 / 033 65 77 71 / 033 65 77 72,tva.biskra@touring-algeria.com
Zaatcha Tourisme et Voyages,Rue Frères Rasout Moumi(en face Du March...,033 58 75 01 / 033 58 76 00 / 0661 13 74 95,zaatcha_tolga@yahoo.fr
Aéroport Abane Ramdane,L'aéroport de Béjaïa - Soummam - Abane R...,034 18 30 14 / 034 18 30 16 / 034 18 30 13,aeroportdebjejaia@egsa-alger.dz
CMA CGM Algérie / Bejaia,"6, avenue Ben Boulaid(En Face de la Gare...",034 12 93 29 / 034 12 93 30,bej.genmbox@cma-cgm.com
CCB / Comptoir des Céréales Béjaia,"Rue Boumedaoui Nacer bt E1, Edimco Somac...",034 12 00 24 / 0661 63 56 56,eurlccb@yahoo.fr
Hôtel Maison de L'Enseignant / MUNATEC,"Route Elâalai,Biskra,Algérie,07000",033 51 51 18 / 033 51 51 04,
Hôtel Necib,"09, avenue de la République,Biskra,Algér...",033 52 03 92 / 0554 73 48 07,necib.hotel@gmail.com
Hôtel Quds,"Rue de Rasse Gerai,Biskra,Algérie",033 54 64 44 / 0661 39 90 14,hotelelqodsbiskra@yahoo.fr
Hôtel Royal / Biskra,"Hai El Moudjahidine, lot 242,Biskra,Algé...",033 51 49 99 / 0549 36 36 13,hotelroyalbiskra@hotmail.com
Hôtel Selami,"02, rue Badi Mohamed,Biskra,Algérie",033 65 06 97 / 033 61 92 36 / 0773 96 55 16 / 0550 20 02 26 / 0559305087,hotel.selamibiskra@gmail.com
Lachter Transport et Auxiliaires,"52, rue de l'Oasis.Mohammadia,Biskra,Alg...",023 75 17 90 / 023 75 17 91 / 023 75 17 92 / 0560 08 09 66,contact@lachter-dz.com
Magellans Voyages,"27/29, rue Abane Ramdane.Hôtel des Princ...",031 91 27 70 / 0661 30 03 69 / 0560 91 52 24,magellans_voyages@outlook.com
Union Trans / Oran,"Bt Ecobat, Bloc C, n°5. Boulevard Millen...",041 71 40 10 / 041 71 40 11 / 0560 05 54 45 / 0770 18 19 99,oran@uniontrans-dz.com
Consauto,"101, Zone d'Activité Ali Mendjeli,Consta...",031 74 12 00 / 031 74 12 01 / 031 74 12 02,consautoalgerie@yahoo.fr
CMA CGM Algérie / Oran,"Bordj Center Business.5, Coopérative Adn...",041 42 23 35 / 041 42 23 38 / 0561 60 75 17,ora.n.saci@cma-cgm.com
Margoume Transit,"8, rue de La Préfecture, Sidi El Houari,...",041 39 40 22 / 0560 00 63 67 / 0560 00 63 68,transitmegoum@yahoo.fr
ENTMV / Entreprise Nationale de Transpor...,"9, boulevard de la Soummam,Oran,Algérie",041 36 17 50,secretdroentmv@yahoo.fr
Hôtel Montparnasse,"16, boulevard Emir Abdelkader,Oran,Algér...",041 36 05 05 / 0550 48 89 65,hotelmontparnasse@yahoo.fr
SOGEMCO/ Société de Gestion Maritime & d...,"5 RUE HENRI SAVIGNON,Oran,Algérie",041 74 61 31 / 0560 95 97 55,gemoran@sogemco.com
Rhumel Atlas,"4, avenue Aouati Mustapha,Constantine,Al...",031 92 92 85 / 0540 64 01 72,atlasrhumel@yahoo.com
Manugard Transit,Zone Industrielle n°II . Es Senia. Bp 47...,041 61 76 30 / 041 61 78 90 / 0661 20 50 17 / 0662 34 50 50,gouasmia@manugard.com
STM / Trans Medine,"44, boulevard Emir Abdelkader. Arzew,Ora...",041 79 14 47 / 0773 38 67 11 / 0560 16 17 18,trans_medine@yahoo.fr
NASHCO / National Shipping Company Oran,"8, haï El Moudjahidine,Oran,Algérie",041 40 10 41 / 041 41 59 58 / 041 41 59 50 / 0661 31 69 73,com-oran@nashco.com.dz
MSCA / Mediterranean Shipping Company Al...,"Lot N#03, Cite El Hachemi Ghazal - Es-Se...",,dza-info@msc.com
MPVE / Société de Maintenance & Prestati...,"2, avenue Ahmed Zaabana ,25000",,
Hôtel EL Mouahidine,Rond point de l'Aéroport Ahmed Benbella....,041 51 61 04 / 041 51 61 09 / 0557 73 23 67,hotelelmouahidine@yahoo.fr
USC / Union Shipping Company,"14, rue Herzog.Miramar,Oran,Algérie",041 41 53 91 / 0661 20 09 26,transit@unionshipping-dz.com
Hôtel Adef,"6, boulevard de l'ALN.Front de Mer,Oran,...",041 33 00 52 / 041 33 60 15 / 041 33 60 16 / 041 33 60 12,contact@hotel-adef.com
GEMA / Société Générale Maritime / Oran,"Bloc n°08. Site 1377 Logements ,face UST...",041 27 81 10 / 041 27 81 11 / 041 27 81 12 / 0770 27 51 00 / 0671 70 86 18,gema-oran@gema-groupe.com
Amina Travel Services,"Rue Ahmed Bellaredj. El Madania,Alger,Al...",023 51 08 65 / 023 51 08 58 / 023 51 07 61 / 0557 22 85 81 / 0540 28 27 89 / 0666 72 01 38 / 0557 22,info@amina-tours.com
Complexe Touristique Le Marin,"Route Nationale n°24.Azzefoun,Tizi Ouzou...",026 45 01 96 / 026 45 01 97 / 0555 06 35 63,
Hôtel Le Numide,"183, rue Ahmed Chaffai Sur Mer.Tigzirt,T...",,
Palace Hôtel,"Centre Ben Boulaid,Blida,Algérie,09000",0774 35 78 85,
MELASCO,"Rue de Taghaste,Annaba,Algérie,23000",038 40 30 76 / 0550 01 24 38,melascosarl@melasco.dz
Ghemima Amar,"21 B, bloc 73.Cité 5 Juillet 1962,Annaba...",038 42 25 52 / 0550 99 76 76 / 0662 63 34 90,ghemimar@yahoo.fr
Dida Voyages & Tourisme / Annaba,"3, cours de la Révolution,Annaba,Algérie...",038 45 03 03 / 0555 99 11 30 / 0555 99 11 29,info@dida-voyages.com
AGEF EST / Agence de Gestion du Fret,"Zone Iundustrielle Mebaoudja .Sidi Amar,...",030 83 60 08 / 0555 01 71 48,agef_est@yahoo.fr
Hôtel El Mouna,"6, angle des rues d'Angola et Cirta, Sai...",038 57 03 26 / 038 57 03 26,elmounahotel@radiogalaxie.org
GEMA / Société Générale Maritime / Annab...,Boulevard Beni M'Hafer .Zaafrania Superi...,0671 71 39 48 / 0770 27 51 01 / 0770 91 96 69,gema-annaba@gema-group.com
Hôtel & Restaurant Saf Saf,"1, place du 19 Août 1956 (ex place d'Arm...",038 45 02 06 / 0661 27 49 23,hotel.safsaf@gmail.com
Medina Tour,"3, rue Che Guevara,Annaba,Algérie,23000",038 47 30 09 / 038 47 30 10 / 0561 91 28 45 / 0561 91 28 69 / 0561 68 25 35 / 0661 32 06 14,medinatour1985@yahoo.fr
Hôtel Les Deux Palmiers,Route Nationale n°25.Bp 76.Draa Ben Khed...,026 43 44 44 / 026 43 42 42,contact@les2palmiershotel.com
Hôtel Touring,"3, rue des Volontaires,Annaba,Algérie,23...",038 45 90 40 / 038 45 90 41 / 038 45 90 42,
Hôtel Racherache,"59, boulevard Souidani Boudjemaâ,Annaba,...",038 44 01 89 / 0560 89 99 74 / 0778 80 34 95,
CMA CGM Algérie / Annaba,"9, avenue de l'ALN, Centre des Affaires,...",0561 60 75 28,ann.ftounsi@cma-cgm.com
ALT Voyage,"17, Coopérative El Bina.Birkhadem,Alger,...",021 55 42 41 / 0552 85 82 53,altvoyages@gmail.com
Nakhlat El Amel,"Cité 20 Aout.Boudouaou,Boumerdes,Algérie",024 74 40 50 / 024 84 27 69 / 0661 92 02 44 / 0661 92 02 46 / 0661 92 02 35 / 0661 92 02 50 / 0550 7,contact@nakhlatelamel.com
ARKAS Algerie,"Route de Sidi Yahia,lot B Coop 65, bloc4...",023 54 44 04,infos@arkas-algerie.com
BC / Boukamel & Cie,"Villa n°13,Local A,14, rue Saint Charles...",021 54 44 01 / 0770 51 19 77 / 0560 06 06 11,becexpress@gmail.com
Bouzagza Trans,"Keddara centre Bouzegza .Keddara,Boumerd...",024 79 63 03 / 0550 23 58 17,bouzegza.trans@hotmail.fr
EL RITADJ,Zone d'activité groupe proprieté 217 et...,0775 68 17 08 / 0775 68 20 82 / 0775 81 04 14 / 0775 67 53 40,elritadjsarl@gmail.com
GTS / Global Tassili Services,"304, zone industrielle .Hassi Messaoud,O...",029 73 10 43,
Hôtel Zéphyr,"Boulevard Krim Belkacem,Bejaia,Algérie",034 18 46 02 / 034 18 45 25 / 034 18 46 01,contact@lezephyr-hotel.com
Lufthansa,"18, cité Silier coop Mohamed Boudiaf Sid...",021 43 57 65 / 021 43 57 6,lufthansa.algerie@dhl.de
Maersk Alger,"47, lot Petite Provence.Sidi Yahia.Hydra...",021 60 50 00 / 021 48 48 58,laurentvandewinckel@maersk.com
Magi Car,"Bt 34, local n°8,Cite Eplf 554 logts,Alg...",021 54 93 93 / 0555 33 32 32,contact@magi-car.com
Loukil Travel,"124, rue Maatre Lakhdar.L'elisa,Annaba,A...",038 42 56 24 / 0796 12 33 72,younesvoyage23@yahoo.fr
Plaisir Voyages,"9, résidence Djenane El Bey.Route de Ser...",038 58 30 49 / 0664 53 59 00,contactannaba@plaisirvoyages.net
MTS / Mecca Travel Services,"2, rue Kenouni Sebti,Annaba,Algérie,2300...",038 86 82 62 / 0550 99 99 38,meccatravelservices@gmail.com
Ghoufi Tours,"24, les Allés Salah Nezar,Batna,Algérie,...",033 85 62 62 / 0661 34 34 50,info@ghoufitours.com
Labib Tours,"Bt Bouzghaya, bloc 4.Rue Kl parallèle à...",033 31 93 83 / 033 31 93 84 / 033 31 93 85 / 0561 64 11 12,sarl-labibtours@hotmail.com
Refaa Tours,"89, rue Mohamed Salah Benabbas,Batna,Alg...",033 80 40 03 / 0661 34 12 64,refaa_voyage@yahoo.fr
Jil Voyages,"Bt B6, cité 300 logts.Ihaddaden,Bejaia,A...",034 11 90 98 / 0558 78 97 73,jil.voyages@gmail.com
Monsieur Voyages,"Bloc C 5, 126 logts Essada.Nouvelle Cité...",0561 64 11 16 / 0560 08 55 55 / 0561 64 11 17,sarl-monsieurvoyages@hotmail.com
Nouzha Voyages,"Cité Bourai, rue de la Liberté,Bejaia,Al...",034 10 93 07 / 0698 95 11 17 / 0698 95 11 77 / 0698 95 11 37,nouzhadz@gmail.com
Tell Voyages,"23, rue Abdesslam Abdellah,Bordj Bou Arr...",036 43 85 14 / 0661 35 11 50,tellvoyages@yahoo.fr
Akouas Voyages,Zone Industrielle El Rhumel L 14/9.Gare...,031 60 65 76 / 0560 00 83 96 / 0560 00 80 49,akouas_v@yahoo.fr
Amouri Tourisme Voyage,"Cité des Combattant.Avenue Che Guevara,C...",031 92 31 36 / 0770 50 89 57 / 0552 15 47 54,atvvoyages@yahoo.fr
Abdel Mouize Voyages,"8, rue Michelet Saint Jean,Constantine,A...",031 91 24 66 / 0770 18 61 04,nasrvoyage25@yahoo.fr
Lotus Travel,"Bt TH 6/C31.Cité Ali Mendjeli.El Khroub,...",031 78 66 27 / 0550 91 72 66 / 0560 10 38 90 / 0560 96 38 19 / 0560 96 38 20 / 0560 96 39 21,contact@lotustraveldz.com
Giselle Voyages,"rue Hcen Chikh,Jijel,Algérie",034 49 71 71 / 034 49 58 58 / 0660 832 078 / 0660 83 20 79 / 0552 80 94 42 / 0550 66 60 01,gisellecontact@gmail.com
Faroudj Tours,"Cité 5 Juillet,Khenchela,Algérie",032 72 68 63 / 0550 66 08 63,faroudj.khenchela@gmail.com
Atg Tourisme,"7 COOP. MARHABA LES VERGERS Birkhadem,Al...",023 53 48 15 / 0555 09 08 88 / 0555 09 08 89,atgtourisme@gmail.com
Ben Ali Tours,"Rue Mohamed Khemisti,El Oued,Algérie",032 14 01 01 / 0770 53 70 80 / 0667 09 36 55,tourismebenali@hotmail.fr
Zoheir Voyages,"Local 8.Centre Commercial UGTA.La Cia,Sk...",038 74 10 28 / 0771 19 05 65 / 0550 50 25 94,zoheirtravel2@yahoo.fr
Qatar Airways,"11, rue Doudou Mokhtar.Ben Aknoun,Alger,...",023 38 13 51 / 023 38 13 54 / 023 38 13 58 / 023 38 13 47,semmoghlian@dz.qatairways.com
Rapide Car,"Cité 1er Novembre, 32 logt.Dar El Beida,...",023 82 31 76 / 0555 01 43 47 / 0661 52 99 19,info@rapidecar.com
Redmed Groupe,"Route d'Ain Amenas, Po Box 509.Hassi Mes...",029 74 94 00 / 0770 27 80 10 / 0770 27 80 20 / 0770 73 16 33 / 0770 73 00 90,redmed@redmed-group.com
Green Algerie,"Cité Salam 2, lot 115 Ferme Taher Bouche...",023 59 93 01 / 023 59 93 05 / 023 59 93 10 / 0770 98 96 69 / 0770 11 20 26 / 0770 27 63 71,dzalg@greenalgerie.com
Sabel Team Logistics,Chemin de la Madeleine. Lot 135. Cité Ma...,023 47 29 51 / 0770 97 01 82,s.belazoug@sabelteamlogistics.dz
Swissport Algerie,Aeroport d'alger Houari Boumediene .Dar...,0560 20 55 25 / 0560 05 42 09 / 0560 05 42 26 / 0560 05 42 08,alg.sea@swissport.com
TT Rent Car,"13, rue El Qods .Chéraga,Alger,Algérie",0555 22 28 28,tt-rentcar@hotmail.fr
El Wihda Trucking Compagny,Bir Messaoud route vers Irara. Bp 1216 ....,0661 38 49 01,wihdatruckingcompany@hotmail.com
Wilhelmsen Ships Service Algeria,"13, coopérative El Baraka.Rn n°5.Mohamma...",,wss.algeria@wilhelmsen.com
Medjdoub Travel,"Route d'El Kadousse, n°11S, entrée C.Sab...",021 31 15 95 / 0550 41 12 22,medjdoubtravel@gmail.com
Benali Tourisme et Voyages,"Rue Mohamed Khmisti,El Oued,Algérie,3900...",032 14 01 01 / 0770 53 70 42 / 0558 00 95 90,tourismebenali@hotmail.fr
Touraf Agency,"35, rue Bendoula Larbi,Mostaganem,Algéri...",045 41 09 09 / 045 41 08 08 / 0793 55 22 24 / 0793 55 22 71,tourafagency@yahoo.fr
Amimeur Catering / Hôtel et Restaurant,"Zone industrielle n°2 Hassi Messaoud,Oua...",029 74 53 61 / 0666 24 49 75,catering_amc@yahoo.fr
Transit Dahmani,"193, rue Mohamed Belouizdad. Alger Centr...",023 51 73 76 / 0550 54 57 85,transit.dahmani@gmail.com
Trans BTM,"Local n°05, hai Ibn Rochd.Usto Hlm,Oran,...",041 83 71 31 / 0770 33 45 05,info@transit-btm.com
Transit Meliani,"53, Rampe du Port,Bejaia,Algérie",0560 08 05 50,transit_meliani@yahoo.fr
Transit Chabouni,"5, rue des Frères Taguelmimth,Bejaia,Alg...",034 12 80 42 / 0661 63 10 64 / 0555 03 73 89,transitchabouni@gmail.com
Big Solution,"5, Djenane Abderahmane.Les Grands Vents....",023 26 28 51 / 0555 32 32 08 / 0560 90 60 63 / 0560 00 01 40,bigsolutions@hotmail.fr
HB / Hôtel Brahmi,"25, rue de la Liberté.Bp 506,Bejaia,Algé...",034 12 70 70 / 034 12 71 71 / 0561 67 64 24 / 0775 12 71 91,hotel.brahmi06@gmail.com
Hôtel Belle Vue,Cité Mokhtar Laawaz.Les Platanes.Fil Fil...,038 92 05 05 / 0790 72 02 09 / 0771 39 08 36,hotelbellevue6@yahoo.com
Hôtel Royal Palace,Zone touristique Larbi Ben M'Hidi.Fil Fi...,0675 10 98 69 / 0554 99 80 87,hotel.palaceroyaleskikda@gmail.com
ENGILOC,"Cité 47 logts, rue Kedour Rahim, bt 2A,l...",021 77 86 91 / 0770 30 56 90 / 0550 57 69 72,rezki.engiloc@gmail.com
TTS / Tout Trajet Soft,Cité Fadela Saadane n°63. Hassi Messaoud...,029 74 40 26 / 0660 36 91 96 / 0661 55 11 55 / 0661 52 53 52,tts.groupe@gmail.com
Star Auto Service,"Bloc C 147.Cité Ben Zakri.Les Terrasses,...",031 92 38 07 / 0661 47 46 44,starautoservice@yahoo.fr
Bougie Car,"Cité 171 Enpi, local 6, bt 2. Pépinières...",034 18 46 87 / 0661 88 86 05 / 0770 87 87 78,bougiecar06@gmail.com
MANUMAT,"51, rue Colonel Amirouche,Annaba,Algérie...",038 58 50 52 / 0557 01 74 98 / 0557 01 74 90,sarlmanumat@outlook.fr
Hippone Transit,"Cité Chahid Mohammed Belkacem, gpe 12, l...",023 74 75 09 / 0555 92 30 88 / 0773 29 18 45 / 0553 91 76 89 / 0661 51 15 81,hipponetransit@yahoo.fr
La Fléche Bleue Algérienne,"Zne de dépôt, lot 16 B1. Hamoudi Hamrouc...",038 93 14 64 / 038 93 13 45 / 038 93 14 55 / 0770 52 08 19 / 0770 52 08 76,laflechebleuealgerienne@fba-dz.com
